N	P	M	v0	beta	num_steps
10	50	47	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	H_{HMC}	h	Acc.
381	1.430738e+00	2.168156e+00	3.883542e+04	1.168227e+00	0
382	1.430738e+00	2.168156e+00	3.822260e+04	1.168227e+00	0
383	1.361675e+00	2.065014e+00	3.205367e+04	9.709054e-01	1
384	1.306689e+00	1.816199e+00	3.742865e+04	1.056188e+00	1
385	1.233749e+00	2.004281e+00	3.956942e+04	9.602090e-01	1
386	1.119622e+00	1.853593e+00	3.693123e+04	8.934215e-01	1
387	9.748112e-01	1.681244e+00	3.150037e+04	9.674541e-01	1
388	1.089028e+00	2.512666e+00	3.220323e+04	9.733258e-01	1
389	1.089028e+00	2.512666e+00	3.804000e+04	9.733258e-01	0
390	1.132202e+00	2.417173e+00	3.475939e+04	9.116189e-01	1
391	1.170901e+00	2.947112e+00	3.649562e+04	9.475914e-01	1
392	1.208811e+00	2.846658e+00	3.626857e+04	1.098641e+00	1
393	1.176553e+00	2.462231e+00	4.063056e+04	9.682211e-01	1
394	1.290715e+00	2.528278e+00	3.183807e+04	9.916565e-01	1
395	1.290715e+00	2.528278e+00	4.039078e+04	9.916565e-01	0
396	1.301014e+00	3.353541e+00	3.933748e+04	9.948587e-01	1
397	1.305034e+00	2.638114e+00	3.758990e+04	1.119399e+00	1
398	1.396882e+00	2.557766e+00	3.533050e+04	1.201798e+00	1
399	1.313991e+00	2.120248e+00	3.732309e+04	8.142417e-01	1
400	1.407095e+00	2.971894e+00	3.606665e+04	1.015785e+00	1
401	1.449418e+00	2.421034e+00	3.934148e+04	9.473160e-01	1
402	1.378614e+00	1.873996e+00	3.806123e+04	8.666501e-01	1
403	1.347484e+00	1.940119e+00	3.594440e+04	7.678736e-01	1
404	1.316902e+00	1.206760e+00	3.514334e+04	7.093806e-01	1
405	1.224777e+00	1.445212e+00	3.656319e+04	7.162855e-01	1
406	1.291417e+00	7.811905e-01	3.851836e+04	6.740051e-01	1
407	1.345131e+00	8.640800e-01	3.654119e+04	7.952427e-01	1
408	1.177330e+00	9.038645e-01	3.527118e+04	5.915066e-01	1
409	1.321952e+00	8.393241e-01	3.714827e+04	7.414760e-01	1
410	1.169520e+00	8.420254e-01	3.325410e+04	9.285767e-01	1
411	1.200350e+00	1.124737e+00	4.193117e+04	7.142537e-01	1
412	1.148656e+00	9.918514e-01	3.866790e+04	5.595241e-01	1
413	1.124798e+00	9.498873e-01	3.483399e+04	3.567550e-01	1
414	1.079198e+00	7.275225e-01	3.450838e+04	6.455894e-01	1
415	1.079198e+00	7.275225e-01	3.704068e+04	6.455894e-01	0
416	9.286558e-01	5.794883e-01	3.743351e+04	6.286437e-01	1
417	9.746382e-01	4.595151e-01	3.228663e+04	7.720327e-01	1
418	1.031885e+00	7.523661e-01	3.398443e+04	6.323582e-01	1
419	1.124578e+00	4.458110e-01	3.425186e+04	6.909055e-01	1
420	1.064536e+00	5.350129e-01	3.853372e+04	5.838832e-01	1
421	1.125551e+00	5.904366e-01	3.327655e+04	6.436627e-01	1
422	1.189527e+00	3.279066e-01	3.426631e+04	3.881201e-01	1
423	1.164810e+00	4.974623e-01	3.874546e+04	2.590459e-01	1
424	1.119753e+00	7.994253e-01	3.567657e+04	-1.216946e-01	1
425	1.182497e+00	7.740956e-01	3.688299e+04	-1.665057e-02	1
426	1.254509e+00	8.415252e-01	3.546983e+04	7.298589e-02	1
427	1.251748e+00	6.996144e-01	3.838140e+04	-9.143603e-02	1
428	1.223258e+00	7.380746e-01	3.753624e+04	-1.487634e-01	1
429	1.295007e+00	1.022064e+00	3.229120e+04	-2.170622e-01	1
430	1.347448e+00	1.073898e+00	3.435158e+04	-3.627722e-01	1
431	1.247746e+00	6.337861e-01	3.584714e+04	-2.236108e-01	1
432	1.186756e+00	6.360036e-01	4.097789e+04	-2.502722e-01	1
433	1.223983e+00	4.307437e-01	3.896981e+04	-1.766396e-01	1
434	1.241410e+00	3.501614e-01	3.931098e+04	-1.074364e-01	1
435	1.221279e+00	2.947732e-01	4.058456e+04	-4.523782e-01	1
436	1.221279e+00	2.947732e-01	3.631029e+04	-4.523782e-01	0
437	1.221279e+00	2.947732e-01	3.962557e+04	-4.523782e-01	0
438	1.221279e+00	2.947732e-01	3.428547e+04	-4.523782e-01	0
439	1.158918e+00	1.715863e-01	3.242669e+04	-3.985534e-01	1
440	1.158918e+00	1.715863e-01	3.398628e+04	-3.985534e-01	0
441	1.158918e+00	1.715863e-01	3.744029e+04	-3.985534e-01	0
442	1.115637e+00	7.245274e-02	3.402570e+04	-2.511519e-01	1
443	1.005935e+00	1.938290e-01	3.772647e+04	-3.303726e-01	1
444	1.056233e+00	1.461373e-01	3.398699e+04	-2.788191e-01	1
445	9.967687e-01	2.052847e-01	3.438468e+04	-2.207258e-01	1
446	8.369359e-01	5.189869e-01	3.548319e+04	-1.280545e-01	1
447	8.783256e-01	1.413508e-01	4.160876e+04	-1.483086e-01	1
448	9.122302e-01	3.106576e-01	3.612455e+04	-2.522458e-01	1
449	1.019980e+00	2.430062e-01	3.199935e+04	3.784266e-02	1
450	9.601978e-01	2.017076e-01	3.627006e+04	-4.651641e-02	1
451	9.049391e-01	1.313161e-01	3.398221e+04	1.400310e-01	1
452	8.349970e-01	1.760624e-01	4.013834e+04	-4.653154e-02	1
453	8.685851e-01	3.624322e-01	3.818718e+04	-1.523323e-01	1
454	9.874237e-01	3.174793e-01	3.967235e+04	-9.025322e-03	1
455	9.816631e-01	2.340401e-01	3.611343e+04	5.352714e-03	1
456	1.008834e+00	2.976358e-01	3.423212e+04	1.040779e-02	1
457	9.495002e-01	3.074015e-01	3.885520e+04	-1.834111e-01	1
458	8.439566e-01	2.406779e-01	3.697518e+04	-3.170295e-01	1
459	7.610545e-01	4.113346e-01	3.691078e+04	-4.606259e-01	1
460	8.149684e-01	6.406774e-01	3.542260e+04	-1.981703e-01	1
461	9.467723e-01	8.419980e-01	3.755474e+04	-9.912759e-02	1
462	8.789152e-01	1.059922e+00	4.031368e+04	-7.315066e-02	1
463	9.395095e-01	1.330357e+00	4.100936e+04	-1.114688e-01	1
464	9.395095e-01	1.330357e+00	4.111320e+04	-1.114688e-01	0
465	8.642382e-01	1.385408e+00	3.484560e+04	1.058676e-01	1
466	8.457692e-01	2.173088e+00	3.814069e+04	1.950009e-01	1
467	9.840602e-01	2.690685e+00	3.766458e+04	1.889848e-01	1
468	8.600803e-01	3.100717e+00	3.892700e+04	1.346707e-01	1
469	9.553839e-01	3.848216e+00	3.562507e+04	6.235751e-02	1
470	9.799783e-01	4.527004e+00	3.756255e+04	2.699714e-01	1
471	9.051739e-01	4.521746e+00	3.417297e+04	4.891778e-01	1
472	8.526264e-01	3.714404e+00	3.168194e+04	6.817723e-01	1
473	8.308357e-01	3.109616e+00	3.758425e+04	7.452662e-01	1
474	8.639795e-01	2.688682e+00	3.434223e+04	8.740767e-01	1
475	8.593628e-01	2.996875e+00	3.390561e+04	9.972408e-01	1
476	8.384494e-01	2.334007e+00	3.755341e+04	1.226969e+00	1
477	8.355862e-01	1.903859e+00	3.883591e+04	1.120072e+00	1
478	8.487255e-01	1.990787e+00	3.477397e+04	1.292410e+00	1
479	8.808366e-01	2.141141e+00	3.535272e+04	1.085669e+00	1
480	8.255235e-01	1.889562e+00	3.804170e+04	1.174873e+00	1
481	8.117314e-01	2.520530e+00	3.520959e+04	1.031796e+00	1
482	7.300683e-01	2.665799e+00	3.380348e+04	8.885215e-01	1
483	6.440172e-01	1.429824e+00	3.117790e+04	9.151791e-01	1
484	6.496442e-01	9.680946e-01	3.244939e+04	8.415935e-01	1
485	6.206166e-01	1.127182e+00	3.465598e+04	6.990648e-01	1
486	6.094367e-01	1.234806e+00	3.455462e+04	8.200647e-01	1
487	6.312713e-01	1.029194e+00	3.276294e+04	6.499981e-01	1
488	6.138871e-01	1.104140e+00	3.478473e+04	6.349124e-01	1
489	6.531875e-01	7.521031e-01	3.136710e+04	8.647305e-01	1
490	6.147266e-01	5.706082e-01	3.064418e+04	8.060437e-01	1
491	6.433314e-01	5.637225e-01	3.024463e+04	9.025149e-01	1
492	6.414593e-01	4.534818e-01	3.739822e+04	8.578269e-01	1
493	6.480293e-01	6.137950e-01	3.545175e+04	8.311585e-01	1
494	6.792585e-01	3.922595e-01	3.454777e+04	8.798008e-01	1
495	7.118947e-01	4.256839e-01	3.570946e+04	1.002214e+00	1
496	7.510841e-01	3.954776e-01	3.556937e+04	1.122841e+00	1
497	6.466427e-01	5.976363e-01	4.027043e+04	1.130999e+00	1
498	6.380248e-01	8.725384e-01	3.692977e+04	7.362849e-01	1
499	6.036736e-01	8.772177e-01	3.411490e+04	8.204195e-01	1
500	6.024941e-01	9.706689e-01	3.578623e+04	6.135852e-01	1
501	5.772444e-01	1.390973e+00	3.602870e+04	6.187573e-01	1
502	6.234998e-01	9.523898e-01	3.373904e+04	5.666207e-01	1
503	5.981340e-01	8.285024e-01	3.884314e+04	6.506201e-01	1
504	5.981340e-01	8.285024e-01	3.777357e+04	6.506201e-01	0
505	7.033426e-01	1.311991e+00	3.004712e+04	7.742702e-01	1
506	6.403310e-01	1.040481e+00	3.541052e+04	1.002621e+00	1
507	6.625574e-01	1.179987e+00	3.853986e+04	9.267276e-01	1
508	6.337246e-01	1.192748e+00	4.139746e+04	8.796878e-01	1
509	6.160728e-01	1.021257e+00	3.430890e+04	8.911678e-01	1
510	5.954236e-01	1.151121e+00	3.569755e+04	9.704593e-01	1
511	5.524630e-01	9.361605e-01	3.349402e+04	8.759786e-01	1
512	5.695561e-01	9.330012e-01	3.853178e+04	8.471629e-01	1
513	5.505502e-01	9.588738e-01	3.508994e+04	8.338202e-01	1
514	5.958725e-01	1.230592e+00	3.943331e+04	1.017434e+00	1
515	5.353625e-01	1.398284e+00	3.605233e+04	8.898148e-01	1
516	4.616483e-01	9.437690e-01	3.680342e+04	8.412265e-01	1
517	4.135203e-01	1.281627e+00	3.263739e+04	9.240561e-01	1
518	4.604638e-01	1.202969e+00	3.123729e+04	1.161842e+00	1
519	4.511196e-01	2.072555e+00	3.678353e+04	1.139772e+00	1
520	5.024348e-01	3.008490e+00	3.560419e+04	1.240340e+00	1
521	5.114729e-01	2.626430e+00	3.403162e+04	1.094066e+00	1
522	5.359504e-01	2.679106e+00	3.523558e+04	1.260288e+00	1
523	5.239712e-01	2.592548e+00	3.704547e+04	1.136047e+00	1
524	5.530343e-01	2.760906e+00	3.446253e+04	1.099031e+00	1
525	5.653881e-01	3.319432e+00	3.806285e+04	1.115266e+00	1
526	5.422235e-01	3.040282e+00	3.519886e+04	1.209751e+00	1
527	5.792253e-01	2.851098e+00	3.524743e+04	1.450468e+00	1
528	5.699833e-01	2.715841e+00	3.969355e+04	1.572894e+00	1
529	6.165101e-01	2.750415e+00	3.510039e+04	1.593589e+00	1
530	6.330244e-01	4.419112e+00	3.488746e+04	1.542534e+00	1
531	6.330244e-01	4.419112e+00	3.502014e+04	1.542534e+00	0
532	6.441646e-01	5.069214e+00	3.282589e+04	1.706578e+00	1
533	6.948900e-01	5.242341e+00	3.620273e+04	1.883846e+00	1
534	7.037462e-01	5.302754e+00	3.751583e+04	1.995668e+00	1
535	7.104720e-01	5.245644e+00	3.520057e+04	2.087666e+00	1
536	6.769728e-01	4.637784e+00	4.083550e+04	1.804154e+00	1
537	6.694958e-01	4.314563e+00	3.760340e+04	1.795161e+00	1
538	6.634651e-01	3.217263e+00	3.391367e+04	1.764328e+00	1
539	7.090916e-01	2.957188e+00	3.451550e+04	1.919848e+00	1
540	6.641203e-01	3.082759e+00	3.947256e+04	1.983910e+00	1
541	7.117555e-01	2.794562e+00	3.581845e+04	1.892537e+00	1
542	6.764451e-01	3.179442e+00	3.902331e+04	1.983964e+00	1
543	6.742395e-01	3.484338e+00	4.079985e+04	2.015713e+00	1
544	6.742395e-01	3.484338e+00	3.901278e+04	2.015713e+00	0
545	7.090880e-01	3.849822e+00	3.608242e+04	2.009480e+00	1
546	7.644098e-01	4.580211e+00	3.625498e+04	1.967176e+00	1
547	7.300494e-01	4.637359e+00	3.349785e+04	2.170125e+00	1
548	7.300494e-01	4.637359e+00	4.139711e+04	2.170125e+00	0
549	7.339760e-01	4.818301e+00	3.645123e+04	2.106316e+00	1
550	6.794962e-01	5.429608e+00	3.824581e+04	1.772444e+00	1
551	6.339304e-01	5.382971e+00	3.509873e+04	1.815859e+00	1
552	5.852211e-01	5.121376e+00	3.752145e+04	1.927590e+00	1
553	5.512801e-01	4.989460e+00	4.100614e+04	1.643228e+00	1
554	4.982282e-01	5.680070e+00	3.570392e+04	1.416816e+00	1
555	5.364205e-01	6.210073e+00	3.312660e+04	1.465998e+00	1
556	5.364205e-01	6.210073e+00	4.189901e+04	1.465998e+00	0
557	5.233370e-01	4.975903e+00	3.422307e+04	1.373132e+00	1
558	5.977988e-01	4.793146e+00	4.039960e+04	1.503723e+00	1
559	5.714071e-01	5.027655e+00	3.832628e+04	1.522032e+00	1
560	6.007887e-01	5.132540e+00	3.792715e+04	1.356373e+00	1
561	7.675537e-01	3.868191e+00	3.236847e+04	1.470550e+00	1
562	7.170763e-01	2.628018e+00	3.630615e+04	1.545298e+00	1
563	6.506930e-01	1.982846e+00	3.271726e+04	1.382491e+00	1
564	6.506930e-01	1.982846e+00	3.802254e+04	1.382491e+00	0
565	6.771438e-01	1.581768e+00	3.603110e+04	1.411075e+00	1
566	6.556817e-01	1.996603e+00	3.738826e+04	1.344991e+00	1
567	7.108109e-01	1.988292e+00	3.714549e+04	1.372913e+00	1
568	6.973419e-01	2.238380e+00	4.171870e+04	1.341695e+00	1
569	8.138393e-01	2.580974e+00	3.780133e+04	1.503301e+00	1
570	8.453066e-01	2.228940e+00	3.525076e+04	1.441129e+00	1
571	8.453066e-01	2.228940e+00	3.610504e+04	1.441129e+00	0
572	8.504095e-01	2.120502e+00	3.395139e+04	1.521091e+00	1
573	7.899423e-01	2.125070e+00	3.239935e+04	1.325139e+00	1
574	7.899423e-01	2.125070e+00	4.049746e+04	1.325139e+00	0
575	7.898775e-01	1.995332e+00	3.509639e+04	1.437548e+00	1
576	8.786454e-01	1.367920e+00	3.238173e+04	1.714441e+00	1
577	8.482012e-01	1.691625e+00	3.553890e+04	1.948615e+00	1
578	7.071530e-01	1.625567e+00	3.651916e+04	1.846913e+00	1
579	6.922312e-01	1.647139e+00	3.660979e+04	1.928876e+00	1
580	6.599612e-01	1.695001e+00	3.399966e+04	1.861119e+00	1
581	7.068879e-01	2.943879e+00	4.123559e+04	1.850657e+00	1
582	7.592275e-01	2.388576e+00	3.638088e+04	1.909681e+00	1
583	8.279481e-01	2.412721e+00	3.527871e+04	1.942647e+00	1
584	1.020388e+00	1.942576e+00	3.569846e+04	2.192812e+00	1
585	9.431930e-01	2.693514e+00	3.685230e+04	2.210730e+00	1
586	9.431930e-01	2.693514e+00	4.310460e+04	2.210730e+00	0
587	9.431930e-01	2.693514e+00	3.915269e+04	2.210730e+00	0
588	9.732731e-01	3.153857e+00	3.157970e+04	2.013969e+00	1
589	1.058351e+00	2.922085e+00	3.399644e+04	2.114236e+00	1
590	1.078194e+00	2.436985e+00	3.695903e+04	2.059807e+00	1
591	9.685688e-01	2.745530e+00	3.822620e+04	1.941893e+00	1
592	8.823954e-01	3.041925e+00	3.660757e+04	1.989351e+00	1
593	8.568831e-01	2.682492e+00	3.893732e+04	1.994755e+00	1
594	8.568831e-01	2.682492e+00	3.591118e+04	1.994755e+00	0
595	8.352585e-01	1.875107e+00	3.479571e+04	1.903132e+00	1
596	8.196059e-01	2.127437e+00	3.632682e+04	1.796535e+00	1
597	8.604335e-01	1.790494e+00	3.492899e+04	1.638213e+00	1
598	7.968436e-01	1.963518e+00	3.473070e+04	1.623509e+00	1
599	7.816321e-01	1.251448e+00	3.588852e+04	2.051992e+00	1
600	9.095769e-01	1.838689e+00	3.081063e+04	2.382514e+00	1
601	9.193870e-01	2.081867e+00	3.509314e+04	2.169273e+00	1
602	8.940952e-01	2.083142e+00	3.609087e+04	2.154117e+00	1
603	8.956137e-01	2.733304e+00	3.808716e+04	1.740475e+00	1
604	8.956137e-01	2.733304e+00	3.764374e+04	1.740475e+00	0
605	8.956137e-01	2.733304e+00	3.309829e+04	1.740475e+00	0
606	9.902035e-01	3.686367e+00	3.609624e+04	1.908127e+00	1
607	1.049872e+00	3.458137e+00	3.530595e+04	1.844899e+00	1
608	1.016653e+00	2.859179e+00	3.767767e+04	1.749563e+00	1
609	9.991618e-01	3.235454e+00	3.370282e+04	1.575029e+00	1
610	9.556502e-01	3.505155e+00	3.390057e+04	1.496336e+00	1
611	1.086572e+00	3.004510e+00	3.780807e+04	1.696147e+00	1
612	1.224267e+00	3.369431e+00	3.508184e+04	1.519893e+00	1
613	1.191139e+00	2.416971e+00	3.724077e+04	1.675243e+00	1
614	1.187219e+00	2.457963e+00	3.495733e+04	1.651232e+00	1
615	1.187219e+00	2.457963e+00	3.445033e+04	1.651232e+00	0
616	1.103892e+00	2.588399e+00	3.196454e+04	1.741805e+00	1
617	1.078107e+00	3.167423e+00	3.673240e+04	1.345683e+00	1
618	1.143834e+00	3.072154e+00	3.009520e+04	1.234298e+00	1
619	1.078843e+00	3.892319e+00	4.038671e+04	1.349950e+00	1
620	1.174787e+00	3.657358e+00	3.741267e+04	1.662254e+00	1
621	1.137394e+00	4.964422e+00	3.520242e+04	1.506694e+00	1
622	1.269359e+00	4.610714e+00	3.502516e+04	1.678304e+00	1
623	1.248273e+00	4.618657e+00	3.775837e+04	1.573016e+00	1
624	1.244822e+00	4.522191e+00	3.661339e+04	1.628054e+00	1
625	1.307540e+00	6.529483e+00	4.089785e+04	1.794217e+00	1
626	1.318988e+00	6.233773e+00	3.525276e+04	1.820293e+00	1
627	1.318988e+00	6.233773e+00	3.832091e+04	1.820293e+00	0
628	1.345363e+00	6.060165e+00	3.488590e+04	1.955331e+00	1
629	1.505165e+00	6.393051e+00	3.891748e+04	1.851112e+00	1
630	1.445053e+00	6.560750e+00	3.380120e+04	1.790743e+00	1
631	1.359566e+00	6.121235e+00	3.590719e+04	1.956328e+00	1
632	1.602284e+00	5.733290e+00	3.294704e+04	1.991894e+00	1
633	1.602284e+00	5.733290e+00	4.017394e+04	1.991894e+00	0
634	1.550766e+00	6.288731e+00	3.443308e+04	1.785988e+00	1
635	1.690191e+00	7.075252e+00	3.057278e+04	1.908938e+00	1
636	1.753007e+00	7.059602e+00	3.521466e+04	1.993355e+00	1
637	1.797224e+00	5.903822e+00	3.623988e+04	2.218881e+00	1
638	1.870896e+00	6.108715e+00	3.479238e+04	2.056491e+00	1
639	1.853274e+00	6.579277e+00	4.063493e+04	2.263558e+00	1
640	1.853274e+00	6.579277e+00	3.969228e+04	2.263558e+00	0
641	1.891441e+00	6.840290e+00	3.580372e+04	2.336933e+00	1
642	1.881842e+00	7.526345e+00	3.619185e+04	2.142252e+00	1
643	1.880425e+00	7.517869e+00	3.770142e+04	2.101495e+00	1
644	1.986648e+00	7.199078e+00	3.491191e+04	2.227101e+00	1
645	1.953295e+00	7.024071e+00	3.362967e+04	2.251760e+00	1
646	2.046748e+00	7.091588e+00	3.496153e+04	2.534966e+00	1
647	2.046748e+00	7.091588e+00	4.045151e+04	2.534966e+00	0
648	2.066586e+00	7.428820e+00	3.653685e+04	2.797134e+00	1
649	2.163108e+00	6.785798e+00	3.234393e+04	2.917994e+00	1
650	2.146455e+00	7.739578e+00	3.722955e+04	2.908732e+00	1
651	2.146455e+00	7.739578e+00	3.961103e+04	2.908732e+00	0
652	2.332890e+00	8.390325e+00	4.119362e+04	2.923575e+00	1
653	2.555542e+00	8.342722e+00	3.570189e+04	3.006025e+00	1
654	2.666888e+00	7.495385e+00	3.877736e+04	2.924246e+00	1
655	2.691612e+00	6.053051e+00	3.575485e+04	2.969701e+00	1
656	2.691612e+00	6.053051e+00	4.206097e+04	2.969701e+00	0
657	2.527944e+00	5.379591e+00	3.117759e+04	2.828733e+00	1
658	2.629283e+00	5.025282e+00	3.167488e+04	2.775219e+00	1
659	2.493797e+00	4.917026e+00	3.681949e+04	2.783498e+00	1
660	2.676660e+00	4.419819e+00	3.901896e+04	2.713617e+00	1
661	2.614198e+00	4.781121e+00	3.692194e+04	2.748998e+00	1
662	2.627354e+00	5.416281e+00	3.380660e+04	2.790731e+00	1
663	2.578932e+00	5.042377e+00	4.154014e+04	2.948631e+00	1
664	2.610842e+00	4.388789e+00	3.637838e+04	3.065362e+00	1
665	2.680579e+00	4.137412e+00	3.656058e+04	3.018020e+00	1
666	2.603079e+00	3.595924e+00	3.547526e+04	3.256426e+00	1
667	2.449847e+00	3.240212e+00	3.816889e+04	3.359399e+00	1
668	2.506857e+00	2.977357e+00	3.737964e+04	3.507718e+00	1
669	2.436114e+00	2.894123e+00	3.602665e+04	3.317709e+00	1
670	2.436114e+00	2.894123e+00	4.218836e+04	3.317709e+00	0
671	2.538105e+00	3.240714e+00	3.766223e+04	3.477359e+00	1
672	2.559888e+00	3.610511e+00	3.471385e+04	3.603990e+00	1
673	2.782148e+00	3.954600e+00	3.927021e+04	3.796220e+00	1
674	2.781377e+00	4.392019e+00	3.333122e+04	3.743570e+00	1
675	2.832170e+00	4.320368e+00	4.003456e+04	3.858237e+00	1
676	2.711466e+00	3.310290e+00	3.239282e+04	3.840890e+00	1
677	2.588964e+00	3.166356e+00	3.810508e+04	3.572977e+00	1
678	2.693739e+00	3.690324e+00	3.613772e+04	3.659565e+00	1
679	2.686576e+00	3.618059e+00	3.601040e+04	3.358202e+00	1
680	2.654235e+00	3.165239e+00	4.011014e+04	3.404736e+00	1
681	2.654235e+00	3.165239e+00	3.856677e+04	3.404736e+00	0
682	2.477747e+00	3.480514e+00	3.109890e+04	3.116905e+00	1
683	2.471039e+00	3.465322e+00	3.407784e+04	3.133912e+00	1
684	2.446280e+00	2.498637e+00	3.582058e+04	3.003840e+00	1
685	2.559019e+00	2.068159e+00	4.497443e+04	3.181578e+00	1
686	2.559019e+00	2.068159e+00	4.015172e+04	3.181578e+00	0
687	2.734073e+00	1.640424e+00	3.662168e+04	3.168823e+00	1
688	2.734073e+00	1.640424e+00	3.937141e+04	3.168823e+00	0
689	2.692477e+00	1.632573e+00	3.268423e+04	3.252581e+00	1
690	2.630826e+00	1.704496e+00	3.854358e+04	3.165726e+00	1
691	2.515388e+00	2.763759e+00	3.497123e+04	3.387935e+00	1
692	2.432799e+00	2.136772e+00	3.746787e+04	3.352284e+00	1
693	2.496527e+00	2.523738e+00	4.353632e+04	3.595225e+00	1
694	2.745748e+00	1.982674e+00	3.807224e+04	3.922945e+00	1
695	2.655586e+00	2.197566e+00	3.850000e+04	3.839894e+00	1
696	2.768126e+00	1.503283e+00	3.885800e+04	3.774888e+00	1
697	2.619157e+00	1.026495e+00	3.705884e+04	3.876647e+00	1
698	2.373810e+00	1.008041e+00	3.286714e+04	3.804637e+00	1
699	2.375151e+00	8.028732e-01	3.641318e+04	3.778207e+00	1
700	2.375151e+00	8.028732e-01	4.130703e+04	3.778207e+00	0
701	2.493816e+00	7.962702e-01	3.847078e+04	3.996588e+00	1
702	2.510773e+00	6.326823e-01	3.419909e+04	4.129615e+00	1
703	2.650302e+00	4.838094e-01	4.351902e+04	4.162999e+00	1
704	2.790668e+00	3.735825e-01	3.443292e+04	4.183607e+00	1
705	2.789590e+00	2.860170e-01	4.080146e+04	4.231557e+00	1
706	2.890625e+00	1.630623e-01	4.040474e+04	4.370583e+00	1
707	2.717370e+00	1.610321e-01	3.859698e+04	4.417557e+00	1
708	2.904515e+00	6.348961e-02	4.180617e+04	4.470439e+00	1
709	2.784694e+00	1.421889e-01	3.842279e+04	4.396014e+00	1
710	2.698801e+00	9.184505e-02	3.762982e+04	4.294195e+00	1
711	2.616397e+00	5.018978e-02	3.324332e+04	4.265492e+00	1
712	2.499348e+00	1.373671e-01	3.448412e+04	4.161050e+00	1
713	2.554748e+00	2.255081e-01	3.343913e+04	4.185427e+00	1
714	2.550876e+00	2.449777e-01	3.692998e+04	4.326435e+00	1
715	2.440881e+00	1.659680e-01	3.841169e+04	4.148182e+00	1
716	2.440881e+00	1.659680e-01	4.047776e+04	4.148182e+00	0
717	2.440881e+00	1.659680e-01	3.792817e+04	4.148182e+00	0
718	2.633073e+00	4.180302e-01	3.418944e+04	4.385257e+00	1
719	2.362439e+00	2.496558e-01	4.095646e+04	3.959405e+00	1
720	2.419183e+00	6.649527e-02	3.515774e+04	3.980909e+00	1
721	2.419183e+00	6.649527e-02	3.647933e+04	3.980909e+00	0
722	2.543621e+00	1.042571e-01	3.525715e+04	4.200833e+00	1
723	2.677560e+00	1.522532e-01	3.862994e+04	4.293298e+00	1
724	2.707999e+00	1.653571e-01	4.031607e+04	4.410954e+00	1
725	2.589581e+00	1.760272e-01	3.765797e+04	4.420442e+00	1
726	2.613616e+00	3.579500e-01	3.514922e+04	4.309102e+00	1
727	2.726989e+00	1.968899e-01	3.759187e+04	4.642072e+00	1
728	2.882350e+00	4.534814e-01	3.961351e+04	4.542304e+00	1
729	2.841790e+00	3.185569e-01	3.970767e+04	4.547995e+00	1
730	2.835743e+00	4.914136e-01	3.540541e+04	4.562105e+00	1
731	2.794096e+00	3.402913e-01	3.595171e+04	4.655661e+00	1
732	2.571952e+00	7.811633e-01	3.359883e+04	4.296157e+00	1
733	2.486287e+00	5.923224e-01	3.887341e+04	4.440182e+00	1
734	2.441560e+00	5.278496e-01	3.815444e+04	4.307727e+00	1
735	2.460143e+00	3.506980e-01	3.685017e+04	4.349208e+00	1
736	2.562317e+00	6.024894e-01	3.358049e+04	4.698015e+00	1
737	2.821087e+00	4.491933e-01	3.548160e+04	5.115283e+00	1
738	2.873019e+00	3.852134e-01	3.643684e+04	5.116356e+00	1
739	3.002162e+00	3.517374e-01	3.299375e+04	5.346930e+00	1
740	3.027338e+00	1.575742e-01	3.687310e+04	5.322872e+00	1
741	3.194988e+00	2.054090e-01	3.864283e+04	5.524807e+00	1
742	3.365110e+00	2.293115e-01	3.853681e+04	5.862320e+00	1
743	3.198826e+00	1.051587e-01	3.697975e+04	5.828958e+00	1
744	3.198826e+00	1.051587e-01	4.108891e+04	5.828958e+00	0
745	3.167974e+00	8.823799e-02	3.991970e+04	5.789526e+00	1
746	3.142333e+00	3.896784e-02	3.862391e+04	5.790804e+00	1
747	3.143223e+00	7.791278e-02	4.079524e+04	5.522934e+00	1
748	3.145629e+00	1.228221e-01	4.470184e+04	5.679423e+00	1
749	3.033477e+00	1.885784e-01	3.915538e+04	5.719786e+00	1
750	3.163420e+00	2.462645e-01	4.197683e+04	5.689675e+00	1
751	3.172135e+00	1.073259e-01	4.070555e+04	5.699708e+00	1
752	3.115504e+00	2.617915e-01	3.861233e+04	5.642591e+00	1
753	3.019058e+00	2.839699e-01	3.689119e+04	5.656913e+00	1
754	3.019058e+00	2.839699e-01	3.966335e+04	5.656913e+00	0
755	2.986047e+00	2.495269e-01	3.476401e+04	5.654413e+00	1
756	3.005213e+00	1.497519e-01	4.148846e+04	5.616260e+00	1
757	2.803328e+00	2.812678e-01	3.412080e+04	5.475361e+00	1
758	2.784115e+00	5.051165e-01	3.764875e+04	5.459886e+00	1
759	2.657799e+00	4.074026e-01	3.663734e+04	5.443733e+00	1
760	2.657799e+00	4.074026e-01	3.607081e+04	5.443733e+00	0
761	2.657799e+00	4.074026e-01	3.611925e+04	5.443733e+00	0
762	2.771988e+00	7.197082e-01	3.644990e+04	5.612413e+00	1
763	2.928376e+00	4.953825e-01	3.587216e+04	5.455866e+00	1
764	3.138110e+00	3.278918e-01	4.071172e+04	5.584428e+00	1
765	3.264453e+00	3.268809e-01	3.848469e+04	5.689834e+00	1
766	3.246852e+00	2.346717e-01	3.801012e+04	5.699917e+00	1
