N	P	M	v0	beta	num_steps
10	50	47	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	H_{HMC}	h	Acc.
41720	8.858633e+00	9.423752e+01	5.831618e+04	1.805855e+01	1
41721	8.572047e+00	9.097160e+01	5.555248e+04	1.774401e+01	1
41722	8.421731e+00	9.000508e+01	6.013074e+04	1.761831e+01	1
41723	8.379313e+00	9.173198e+01	5.738416e+04	1.760851e+01	1
41724	8.724399e+00	9.244152e+01	5.495893e+04	1.784209e+01	1
41725	8.756639e+00	9.564824e+01	5.995973e+04	1.781905e+01	1
41726	8.686779e+00	9.581691e+01	5.925999e+04	1.780535e+01	1
41727	8.974120e+00	9.473701e+01	5.897589e+04	1.799389e+01	1
41728	9.035418e+00	9.865630e+01	5.624323e+04	1.817823e+01	1
41729	8.981782e+00	9.507464e+01	5.610496e+04	1.810794e+01	1
41730	8.981782e+00	9.507464e+01	6.193712e+04	1.810794e+01	0
41731	9.015221e+00	9.762353e+01	5.710169e+04	1.836913e+01	1
41732	8.948932e+00	9.607706e+01	5.747664e+04	1.828857e+01	1
41733	9.083755e+00	1.022210e+02	5.852463e+04	1.838629e+01	1
41734	8.830455e+00	1.005007e+02	5.693839e+04	1.806731e+01	1
41735	9.052246e+00	1.053105e+02	5.901800e+04	1.807524e+01	1
41736	8.933517e+00	1.057068e+02	5.677891e+04	1.787410e+01	1
41737	8.756748e+00	1.044532e+02	5.774583e+04	1.773211e+01	1
41738	8.756748e+00	1.044532e+02	6.065489e+04	1.773211e+01	0
41739	8.807008e+00	1.043032e+02	5.584391e+04	1.801529e+01	1
41740	8.728355e+00	1.079051e+02	5.763745e+04	1.793090e+01	1
41741	8.728355e+00	1.079051e+02	6.079383e+04	1.793090e+01	0
41742	8.728355e+00	1.079051e+02	6.172777e+04	1.793090e+01	0
41743	8.728355e+00	1.079051e+02	6.152990e+04	1.793090e+01	0
41744	8.728355e+00	1.079051e+02	5.831630e+04	1.793090e+01	0
41745	8.696237e+00	1.130079e+02	5.843136e+04	1.794759e+01	1
41746	8.570587e+00	1.102725e+02	5.720174e+04	1.783789e+01	1
41747	8.510087e+00	1.068595e+02	5.921486e+04	1.791448e+01	1
41748	8.291140e+00	1.078064e+02	6.139387e+04	1.768767e+01	1
41749	8.281183e+00	1.082946e+02	5.244195e+04	1.743406e+01	1
41750	8.157226e+00	1.116230e+02	6.173993e+04	1.723884e+01	1
41751	8.241716e+00	1.089430e+02	5.603982e+04	1.758779e+01	1
41752	8.272304e+00	1.100877e+02	6.154562e+04	1.760433e+01	1
41753	8.391714e+00	1.083803e+02	6.084279e+04	1.762007e+01	1
41754	8.510325e+00	1.108964e+02	6.215857e+04	1.760646e+01	1
41755	8.596155e+00	1.096329e+02	5.731287e+04	1.778255e+01	1
41756	8.522649e+00	1.128215e+02	5.461154e+04	1.775628e+01	1
41757	8.751426e+00	1.169823e+02	5.757871e+04	1.794090e+01	1
41758	8.751426e+00	1.169823e+02	6.164104e+04	1.794090e+01	0
41759	8.751426e+00	1.169823e+02	6.303869e+04	1.794090e+01	0
41760	8.939307e+00	1.213274e+02	5.904818e+04	1.808338e+01	1
41761	8.999637e+00	1.176478e+02	6.294446e+04	1.826865e+01	1
41762	8.999637e+00	1.176478e+02	5.838433e+04	1.826865e+01	0
41763	8.999637e+00	1.176478e+02	6.113262e+04	1.826865e+01	0
41764	9.143490e+00	1.176078e+02	5.562972e+04	1.833990e+01	1
41765	9.327478e+00	1.147216e+02	6.042404e+04	1.859842e+01	1
41766	9.493222e+00	1.201990e+02	5.749106e+04	1.881795e+01	1
41767	9.553005e+00	1.185339e+02	5.955149e+04	1.884888e+01	1
41768	9.553005e+00	1.185339e+02	6.335601e+04	1.884888e+01	0
41769	9.499923e+00	1.231426e+02	5.836981e+04	1.886570e+01	1
41770	9.244521e+00	1.232617e+02	5.784394e+04	1.861250e+01	1
41771	9.306385e+00	1.230366e+02	5.994443e+04	1.853169e+01	1
41772	9.359008e+00	1.272451e+02	5.974686e+04	1.860044e+01	1
41773	9.172783e+00	1.235869e+02	5.964424e+04	1.831089e+01	1
41774	9.202664e+00	1.229288e+02	6.105552e+04	1.841372e+01	1
41775	9.266792e+00	1.296122e+02	6.130783e+04	1.834143e+01	1
41776	9.374005e+00	1.295158e+02	6.266059e+04	1.820456e+01	1
41777	9.451875e+00	1.339291e+02	5.827280e+04	1.825660e+01	1
41778	9.596128e+00	1.325132e+02	6.360577e+04	1.825827e+01	1
41779	9.492706e+00	1.291091e+02	6.216660e+04	1.852084e+01	1
41780	9.557414e+00	1.324453e+02	6.037205e+04	1.863482e+01	1
41781	9.775770e+00	1.355204e+02	6.225466e+04	1.894285e+01	1
41782	9.632389e+00	1.390731e+02	6.228706e+04	1.892700e+01	1
41783	9.632389e+00	1.390731e+02	6.223816e+04	1.892700e+01	0
41784	9.731448e+00	1.430268e+02	6.241214e+04	1.904709e+01	1
41785	9.955350e+00	1.419189e+02	6.044850e+04	1.903012e+01	1
41786	9.955350e+00	1.419189e+02	6.380435e+04	1.903012e+01	0
41787	1.020406e+01	1.456479e+02	6.071572e+04	1.898042e+01	1
41788	1.045715e+01	1.517925e+02	6.237050e+04	1.905781e+01	1
41789	1.026083e+01	1.489422e+02	6.073106e+04	1.898977e+01	1
41790	1.049312e+01	1.523370e+02	6.010555e+04	1.905098e+01	1
41791	1.049312e+01	1.523370e+02	6.210144e+04	1.905098e+01	0
41792	1.049312e+01	1.523370e+02	5.999648e+04	1.905098e+01	0
41793	1.018575e+01	1.474738e+02	6.477696e+04	1.888266e+01	1
41794	1.033205e+01	1.467837e+02	6.114741e+04	1.916440e+01	1
41795	1.011060e+01	1.405513e+02	6.148596e+04	1.904734e+01	1
41796	1.011060e+01	1.405513e+02	6.933364e+04	1.904734e+01	0
41797	1.011597e+01	1.395734e+02	5.923866e+04	1.906025e+01	1
41798	1.023471e+01	1.319330e+02	6.080075e+04	1.910148e+01	1
41799	1.049805e+01	1.387329e+02	6.272049e+04	1.925060e+01	1
41800	1.071156e+01	1.410452e+02	6.079209e+04	1.924212e+01	1
41801	1.066787e+01	1.457738e+02	6.438600e+04	1.943415e+01	1
41802	1.070444e+01	1.474383e+02	6.380527e+04	1.936129e+01	1
41803	1.089010e+01	1.483432e+02	6.606279e+04	1.925781e+01	1
41804	1.093355e+01	1.476692e+02	5.522896e+04	1.882441e+01	1
41805	1.072411e+01	1.461515e+02	6.254206e+04	1.896185e+01	1
41806	1.038248e+01	1.445298e+02	6.747425e+04	1.870715e+01	1
41807	1.038248e+01	1.445298e+02	6.194859e+04	1.870715e+01	0
41808	1.052613e+01	1.461911e+02	6.201375e+04	1.887858e+01	1
41809	1.065670e+01	1.443957e+02	6.141732e+04	1.872728e+01	1
41810	1.047592e+01	1.473194e+02	5.845016e+04	1.865455e+01	1
41811	1.047592e+01	1.473194e+02	6.530797e+04	1.865455e+01	0
41812	1.044468e+01	1.487987e+02	6.075773e+04	1.857941e+01	1
41813	1.054453e+01	1.512565e+02	6.563770e+04	1.856759e+01	1
41814	1.037993e+01	1.557769e+02	6.431569e+04	1.851376e+01	1
41815	1.047576e+01	1.533384e+02	5.986857e+04	1.872789e+01	1
41816	1.045593e+01	1.560233e+02	6.084447e+04	1.885703e+01	1
41817	1.061315e+01	1.588351e+02	6.274611e+04	1.900957e+01	1
41818	1.042209e+01	1.512842e+02	6.075204e+04	1.909393e+01	1
41819	1.026471e+01	1.513044e+02	6.069356e+04	1.924361e+01	1
41820	1.032074e+01	1.551196e+02	6.631808e+04	1.892189e+01	1
41821	1.042092e+01	1.612028e+02	6.347291e+04	1.897524e+01	1
41822	1.063340e+01	1.657956e+02	6.226655e+04	1.891606e+01	1
41823	1.066051e+01	1.688214e+02	6.569424e+04	1.878839e+01	1
41824	1.067879e+01	1.637963e+02	6.734086e+04	1.889565e+01	1
41825	1.043279e+01	1.607869e+02	6.354638e+04	1.854071e+01	1
41826	1.050651e+01	1.624048e+02	5.668581e+04	1.862665e+01	1
41827	1.017634e+01	1.651599e+02	6.198324e+04	1.857008e+01	1
41828	9.976685e+00	1.603071e+02	5.978491e+04	1.840277e+01	1
41829	9.873044e+00	1.594686e+02	6.316958e+04	1.856797e+01	1
41830	9.609321e+00	1.538623e+02	6.344560e+04	1.841695e+01	1
41831	9.563089e+00	1.517656e+02	6.053452e+04	1.850916e+01	1
41832	9.408814e+00	1.491440e+02	6.096616e+04	1.813312e+01	1
41833	9.282568e+00	1.466453e+02	5.998912e+04	1.807804e+01	1
41834	9.385449e+00	1.444855e+02	6.237236e+04	1.809508e+01	1
41835	9.538637e+00	1.480857e+02	5.964463e+04	1.807221e+01	1
41836	9.360748e+00	1.421618e+02	5.891302e+04	1.792332e+01	1
41837	9.322507e+00	1.418342e+02	5.889443e+04	1.805207e+01	1
41838	9.160579e+00	1.399951e+02	6.765299e+04	1.798646e+01	1
41839	9.036625e+00	1.384754e+02	6.515578e+04	1.810504e+01	1
41840	9.001968e+00	1.378259e+02	6.159911e+04	1.800441e+01	1
41841	8.979629e+00	1.388602e+02	6.281570e+04	1.789325e+01	1
41842	8.943662e+00	1.398398e+02	6.520936e+04	1.773810e+01	1
41843	8.834382e+00	1.375410e+02	6.099411e+04	1.763839e+01	1
41844	8.881067e+00	1.368365e+02	6.076549e+04	1.771490e+01	1
41845	8.957771e+00	1.409057e+02	5.772335e+04	1.783988e+01	1
41846	8.595674e+00	1.387562e+02	6.135189e+04	1.790516e+01	1
41847	8.575201e+00	1.455785e+02	5.547698e+04	1.789866e+01	1
41848	8.505247e+00	1.458304e+02	5.918792e+04	1.773294e+01	1
41849	8.505247e+00	1.458304e+02	6.097109e+04	1.773294e+01	0
41850	8.351715e+00	1.422738e+02	6.064389e+04	1.761361e+01	1
41851	8.434845e+00	1.409931e+02	5.958161e+04	1.780490e+01	1
41852	8.621681e+00	1.404572e+02	6.023300e+04	1.784659e+01	1
41853	8.570987e+00	1.367705e+02	6.097046e+04	1.770342e+01	1
41854	8.590591e+00	1.419148e+02	5.693488e+04	1.757785e+01	1
41855	8.568521e+00	1.466769e+02	5.958198e+04	1.774382e+01	1
41856	8.564673e+00	1.490056e+02	6.054064e+04	1.771322e+01	1
41857	8.595292e+00	1.546992e+02	6.294675e+04	1.783116e+01	1
41858	8.607989e+00	1.591264e+02	5.859327e+04	1.770064e+01	1
41859	8.954455e+00	1.603549e+02	6.118203e+04	1.783424e+01	1
41860	8.954455e+00	1.603549e+02	6.547976e+04	1.783424e+01	0
41861	8.954455e+00	1.603549e+02	5.783797e+04	1.783424e+01	0
41862	8.803566e+00	1.537307e+02	5.684184e+04	1.774063e+01	1
41863	9.019505e+00	1.488856e+02	6.510950e+04	1.812601e+01	1
41864	9.019505e+00	1.488856e+02	6.370552e+04	1.812601e+01	0
41865	9.197866e+00	1.478656e+02	6.232001e+04	1.832781e+01	1
41866	9.157929e+00	1.470425e+02	6.261176e+04	1.843921e+01	1
41867	9.300321e+00	1.484403e+02	5.938006e+04	1.846700e+01	1
41868	8.946452e+00	1.460542e+02	6.619849e+04	1.832801e+01	1
41869	9.224178e+00	1.520249e+02	6.082379e+04	1.838243e+01	1
41870	9.226727e+00	1.522230e+02	6.271032e+04	1.819403e+01	1
41871	9.269943e+00	1.497775e+02	5.975349e+04	1.839336e+01	1
41872	9.209275e+00	1.519230e+02	6.429483e+04	1.831076e+01	1
41873	9.079653e+00	1.486296e+02	6.601670e+04	1.819701e+01	1
41874	8.982393e+00	1.497670e+02	5.963552e+04	1.834266e+01	1
41875	8.963308e+00	1.477375e+02	6.236898e+04	1.831858e+01	1
41876	8.893506e+00	1.450560e+02	5.854532e+04	1.848023e+01	1
41877	8.958823e+00	1.456996e+02	6.762050e+04	1.838424e+01	1
41878	8.990669e+00	1.425899e+02	7.033199e+04	1.846257e+01	1
41879	9.063128e+00	1.433471e+02	6.028517e+04	1.864407e+01	1
41880	9.120803e+00	1.445016e+02	6.451442e+04	1.880005e+01	1
41881	9.124964e+00	1.441045e+02	6.655684e+04	1.901245e+01	1
41882	9.124964e+00	1.441045e+02	7.163820e+04	1.901245e+01	0
41883	9.022380e+00	1.425395e+02	6.451363e+04	1.891970e+01	1
41884	9.045010e+00	1.405833e+02	6.347896e+04	1.873283e+01	1
41885	9.106468e+00	1.443215e+02	6.135603e+04	1.881372e+01	1
41886	9.157436e+00	1.430299e+02	6.584392e+04	1.888506e+01	1
41887	9.438239e+00	1.440937e+02	5.925957e+04	1.884618e+01	1
41888	9.734581e+00	1.483639e+02	5.921652e+04	1.915953e+01	1
41889	1.000962e+01	1.490032e+02	6.509996e+04	1.916192e+01	1
41890	1.006760e+01	1.581682e+02	6.094673e+04	1.925817e+01	1
41891	9.863786e+00	1.517041e+02	5.945818e+04	1.939223e+01	1
41892	9.815249e+00	1.484531e+02	6.345001e+04	1.957315e+01	1
41893	9.750278e+00	1.446174e+02	5.794927e+04	1.973232e+01	1
41894	9.510750e+00	1.438424e+02	7.043704e+04	1.958556e+01	1
41895	9.666807e+00	1.446493e+02	6.412012e+04	1.936198e+01	1
41896	9.622877e+00	1.511256e+02	5.964685e+04	1.928348e+01	1
41897	9.622877e+00	1.511256e+02	6.089924e+04	1.928348e+01	0
41898	9.574286e+00	1.502885e+02	5.963935e+04	1.926045e+01	1
41899	9.584733e+00	1.547841e+02	6.228006e+04	1.929567e+01	1
41900	9.286707e+00	1.472368e+02	5.831657e+04	1.911264e+01	1
41901	8.941959e+00	1.445509e+02	6.457366e+04	1.900309e+01	1
41902	8.685364e+00	1.457061e+02	6.325060e+04	1.849863e+01	1
41903	8.727833e+00	1.540855e+02	6.076187e+04	1.840302e+01	1
41904	8.723212e+00	1.535323e+02	5.943330e+04	1.855397e+01	1
41905	8.514011e+00	1.498292e+02	5.681952e+04	1.840896e+01	1
41906	8.534613e+00	1.477241e+02	5.869057e+04	1.855884e+01	1
41907	8.534613e+00	1.477241e+02	6.404857e+04	1.855884e+01	0
41908	8.534613e+00	1.477241e+02	6.705381e+04	1.855884e+01	0
41909	8.534613e+00	1.477241e+02	6.332968e+04	1.855884e+01	0
41910	8.534613e+00	1.477241e+02	6.191711e+04	1.855884e+01	0
41911	8.534613e+00	1.477241e+02	5.994906e+04	1.855884e+01	0
41912	8.534613e+00	1.477241e+02	6.022291e+04	1.855884e+01	0
41913	8.406384e+00	1.486142e+02	5.848098e+04	1.839313e+01	1
41914	8.373988e+00	1.484727e+02	6.270602e+04	1.828017e+01	1
41915	8.506051e+00	1.510879e+02	6.071072e+04	1.826131e+01	1
41916	8.574354e+00	1.564971e+02	6.327347e+04	1.842743e+01	1
41917	8.739304e+00	1.584673e+02	5.998137e+04	1.850834e+01	1
41918	8.739304e+00	1.584673e+02	6.326008e+04	1.850834e+01	0
41919	8.632014e+00	1.544950e+02	5.851885e+04	1.862549e+01	1
41920	8.632014e+00	1.544950e+02	6.286475e+04	1.862549e+01	0
41921	8.610225e+00	1.550671e+02	6.047870e+04	1.851361e+01	1
41922	8.611817e+00	1.540073e+02	5.920919e+04	1.838814e+01	1
41923	8.699056e+00	1.527513e+02	5.925185e+04	1.848827e+01	1
41924	8.931091e+00	1.555948e+02	5.921748e+04	1.875998e+01	1
41925	8.834443e+00	1.546483e+02	5.940400e+04	1.868556e+01	1
41926	8.637163e+00	1.524569e+02	5.941627e+04	1.849575e+01	1
41927	8.643749e+00	1.491721e+02	5.808172e+04	1.869154e+01	1
41928	8.806012e+00	1.472715e+02	5.979948e+04	1.893167e+01	1
41929	8.972151e+00	1.510180e+02	5.931915e+04	1.883015e+01	1
41930	9.107867e+00	1.522097e+02	6.283876e+04	1.878148e+01	1
41931	8.868827e+00	1.535298e+02	6.231424e+04	1.855296e+01	1
41932	8.735846e+00	1.551076e+02	6.378197e+04	1.840442e+01	1
41933	8.763065e+00	1.607741e+02	6.240786e+04	1.829605e+01	1
41934	8.845509e+00	1.589974e+02	6.515003e+04	1.832694e+01	1
41935	8.629467e+00	1.517095e+02	5.811891e+04	1.813237e+01	1
41936	8.600724e+00	1.534913e+02	6.218128e+04	1.805737e+01	1
41937	8.445377e+00	1.478025e+02	5.348778e+04	1.802366e+01	1
41938	8.367135e+00	1.489117e+02	5.814835e+04	1.794791e+01	1
41939	8.307333e+00	1.469537e+02	6.280404e+04	1.796256e+01	1
41940	8.289914e+00	1.457977e+02	6.439765e+04	1.780593e+01	1
41941	8.178644e+00	1.512008e+02	6.025411e+04	1.765106e+01	1
41942	8.217545e+00	1.529551e+02	6.175812e+04	1.781888e+01	1
41943	8.217545e+00	1.529551e+02	6.030143e+04	1.781888e+01	0
41944	8.142350e+00	1.497281e+02	6.065614e+04	1.803412e+01	1
41945	8.142350e+00	1.497281e+02	5.834198e+04	1.803412e+01	0
41946	8.142350e+00	1.497281e+02	6.076511e+04	1.803412e+01	0
41947	8.030382e+00	1.519022e+02	6.273446e+04	1.791426e+01	1
41948	8.030382e+00	1.519022e+02	6.245510e+04	1.791426e+01	0
41949	8.273201e+00	1.500032e+02	6.439477e+04	1.792836e+01	1
41950	8.273201e+00	1.500032e+02	6.101510e+04	1.792836e+01	0
41951	8.211383e+00	1.493547e+02	5.723477e+04	1.789429e+01	1
41952	8.365354e+00	1.509119e+02	5.760014e+04	1.792845e+01	1
41953	8.138136e+00	1.459177e+02	5.985796e+04	1.775065e+01	1
41954	8.074317e+00	1.484873e+02	6.452601e+04	1.779396e+01	1
41955	8.207394e+00	1.525060e+02	6.164042e+04	1.782360e+01	1
41956	8.189043e+00	1.528792e+02	6.049057e+04	1.779770e+01	1
41957	8.223102e+00	1.486599e+02	6.143613e+04	1.791672e+01	1
41958	8.296211e+00	1.493811e+02	5.910237e+04	1.806443e+01	1
41959	8.231298e+00	1.457957e+02	5.669175e+04	1.796435e+01	1
41960	8.231298e+00	1.457957e+02	6.230793e+04	1.796435e+01	0
41961	8.073291e+00	1.411059e+02	6.379172e+04	1.786405e+01	1
41962	8.237085e+00	1.447781e+02	5.926786e+04	1.781048e+01	1
41963	8.200333e+00	1.449094e+02	5.670021e+04	1.770489e+01	1
41964	8.150256e+00	1.413494e+02	5.746693e+04	1.737776e+01	1
41965	8.085227e+00	1.377093e+02	5.721162e+04	1.735091e+01	1
41966	7.905800e+00	1.346139e+02	6.200373e+04	1.726827e+01	1
41967	7.692706e+00	1.328139e+02	6.552023e+04	1.728422e+01	1
41968	7.666445e+00	1.371593e+02	5.626956e+04	1.737709e+01	1
41969	7.659414e+00	1.343973e+02	5.822260e+04	1.738471e+01	1
41970	7.731391e+00	1.420443e+02	5.940937e+04	1.726313e+01	1
41971	7.731391e+00	1.420443e+02	5.730375e+04	1.726313e+01	0
41972	7.544515e+00	1.380912e+02	5.473316e+04	1.730651e+01	1
41973	7.596577e+00	1.368052e+02	5.878123e+04	1.743268e+01	1
41974	7.741367e+00	1.358111e+02	5.365546e+04	1.753147e+01	1
41975	8.022581e+00	1.400700e+02	5.951594e+04	1.765903e+01	1
41976	7.989900e+00	1.432981e+02	5.949417e+04	1.757605e+01	1
41977	8.084808e+00	1.428481e+02	5.591606e+04	1.776713e+01	1
41978	8.070864e+00	1.448108e+02	5.916707e+04	1.759729e+01	1
41979	8.177040e+00	1.475559e+02	6.179077e+04	1.763766e+01	1
41980	8.061577e+00	1.515293e+02	5.885103e+04	1.740804e+01	1
41981	8.037150e+00	1.522223e+02	6.113989e+04	1.726735e+01	1
41982	7.839154e+00	1.519448e+02	5.745674e+04	1.718397e+01	1
41983	7.872734e+00	1.553565e+02	6.335649e+04	1.699564e+01	1
41984	7.872734e+00	1.553565e+02	6.134840e+04	1.699564e+01	0
41985	7.974652e+00	1.560143e+02	5.777491e+04	1.696820e+01	1
41986	8.082754e+00	1.588545e+02	5.995317e+04	1.700132e+01	1
41987	8.207689e+00	1.621470e+02	6.228057e+04	1.703608e+01	1
41988	8.111077e+00	1.609847e+02	6.062441e+04	1.719700e+01	1
41989	7.991325e+00	1.633992e+02	6.173041e+04	1.721466e+01	1
41990	7.841908e+00	1.620006e+02	6.029915e+04	1.701595e+01	1
41991	7.913343e+00	1.614491e+02	5.978773e+04	1.716695e+01	1
41992	8.132516e+00	1.659256e+02	5.834321e+04	1.730333e+01	1
41993	8.132516e+00	1.659256e+02	5.845512e+04	1.730333e+01	0
41994	8.044509e+00	1.652761e+02	5.461230e+04	1.730848e+01	1
41995	8.039176e+00	1.663391e+02	5.706229e+04	1.709890e+01	1
41996	8.039176e+00	1.663391e+02	5.919728e+04	1.709890e+01	0
41997	8.039176e+00	1.663391e+02	6.227045e+04	1.709890e+01	0
41998	8.054471e+00	1.678004e+02	5.887045e+04	1.705581e+01	1
41999	7.968776e+00	1.726253e+02	5.701561e+04	1.687154e+01	1
42000	8.084962e+00	1.692007e+02	6.297362e+04	1.710543e+01	1
42001	8.305076e+00	1.681537e+02	6.108561e+04	1.714330e+01	1
42002	8.260975e+00	1.708025e+02	6.337196e+04	1.703872e+01	1
42003	8.076954e+00	1.660093e+02	6.540861e+04	1.691566e+01	1
42004	8.076954e+00	1.660093e+02	6.087896e+04	1.691566e+01	0
42005	8.071184e+00	1.627521e+02	5.744985e+04	1.681182e+01	1
42006	8.027986e+00	1.650790e+02	6.104149e+04	1.695480e+01	1
42007	8.038704e+00	1.655088e+02	5.974332e+04	1.713676e+01	1
42008	7.822073e+00	1.629519e+02	5.706767e+04	1.690748e+01	1
42009	7.892462e+00	1.708250e+02	6.309831e+04	1.708822e+01	1
42010	7.814234e+00	1.733012e+02	5.770889e+04	1.699733e+01	1
42011	7.871628e+00	1.782200e+02	6.375574e+04	1.700296e+01	1
42012	7.784717e+00	1.785447e+02	6.016661e+04	1.686769e+01	1
42013	7.947775e+00	1.745071e+02	5.559990e+04	1.694748e+01	1
42014	7.947775e+00	1.745071e+02	5.707124e+04	1.694748e+01	0
42015	8.083868e+00	1.825713e+02	5.542460e+04	1.717264e+01	1
42016	8.083868e+00	1.825713e+02	5.880114e+04	1.717264e+01	0
42017	8.129608e+00	1.823185e+02	5.621856e+04	1.704957e+01	1
42018	7.847012e+00	1.770801e+02	5.853568e+04	1.692118e+01	1
42019	7.847012e+00	1.770801e+02	5.507136e+04	1.692118e+01	0
42020	7.836467e+00	1.736055e+02	5.456670e+04	1.687839e+01	1
42021	7.836467e+00	1.736055e+02	6.320984e+04	1.687839e+01	0
42022	7.605007e+00	1.733601e+02	5.647815e+04	1.670471e+01	1
42023	7.726516e+00	1.764435e+02	5.669463e+04	1.679341e+01	1
42024	7.765401e+00	1.816832e+02	6.136768e+04	1.663640e+01	1
42025	7.833744e+00	1.811146e+02	5.900436e+04	1.683776e+01	1
42026	7.896101e+00	1.760652e+02	5.639163e+04	1.701605e+01	1
42027	8.046463e+00	1.778840e+02	5.855879e+04	1.705005e+01	1
42028	7.897982e+00	1.805364e+02	5.590377e+04	1.678446e+01	1
42029	7.897982e+00	1.805364e+02	6.201810e+04	1.678446e+01	0
42030	7.917771e+00	1.761718e+02	5.648940e+04	1.696277e+01	1
42031	8.027969e+00	1.744064e+02	5.794695e+04	1.722965e+01	1
42032	8.027969e+00	1.744064e+02	5.653481e+04	1.722965e+01	0
42033	7.876411e+00	1.731350e+02	5.615351e+04	1.720610e+01	1
42034	7.852276e+00	1.637585e+02	5.942866e+04	1.723911e+01	1
42035	7.846338e+00	1.610661e+02	5.728887e+04	1.726022e+01	1
42036	8.002027e+00	1.634939e+02	6.066040e+04	1.720947e+01	1
42037	8.021588e+00	1.671919e+02	5.916459e+04	1.731999e+01	1
42038	7.875884e+00	1.631312e+02	5.898094e+04	1.719563e+01	1
42039	7.912600e+00	1.631232e+02	5.791922e+04	1.714317e+01	1
42040	8.020507e+00	1.593656e+02	5.978873e+04	1.722874e+01	1
42041	7.971500e+00	1.592839e+02	5.573093e+04	1.725242e+01	1
42042	8.032911e+00	1.610903e+02	5.705099e+04	1.713218e+01	1
42043	8.212707e+00	1.681767e+02	5.723984e+04	1.715728e+01	1
42044	8.354357e+00	1.637037e+02	5.449198e+04	1.734347e+01	1
42045	8.408852e+00	1.683796e+02	6.101440e+04	1.729777e+01	1
42046	8.408852e+00	1.683796e+02	6.292217e+04	1.729777e+01	0
42047	8.385060e+00	1.687418e+02	5.964074e+04	1.741649e+01	1
42048	8.312520e+00	1.633080e+02	5.457119e+04	1.756525e+01	1
42049	8.260084e+00	1.664267e+02	5.883803e+04	1.732636e+01	1
42050	8.084815e+00	1.627075e+02	5.657968e+04	1.723900e+01	1
42051	8.235217e+00	1.639741e+02	6.067353e+04	1.723926e+01	1
42052	8.266376e+00	1.608328e+02	6.004958e+04	1.752309e+01	1
42053	8.469197e+00	1.674629e+02	6.251071e+04	1.754730e+01	1
42054	8.551651e+00	1.699397e+02	6.444836e+04	1.771180e+01	1
42055	8.669470e+00	1.734442e+02	5.790993e+04	1.759808e+01	1
42056	8.730872e+00	1.694440e+02	6.420280e+04	1.760548e+01	1
42057	8.759163e+00	1.673223e+02	5.612079e+04	1.762333e+01	1
42058	8.726243e+00	1.691325e+02	5.877442e+04	1.758400e+01	1
42059	8.698770e+00	1.692635e+02	5.974619e+04	1.732647e+01	1
42060	8.698770e+00	1.692635e+02	6.150641e+04	1.732647e+01	0
42061	8.698770e+00	1.692635e+02	5.892699e+04	1.732647e+01	0
42062	9.051361e+00	1.744601e+02	5.769353e+04	1.736962e+01	1
42063	9.011613e+00	1.753463e+02	5.662293e+04	1.725704e+01	1
42064	8.785307e+00	1.716369e+02	5.942406e+04	1.710297e+01	1
42065	8.724704e+00	1.607671e+02	6.157535e+04	1.699883e+01	1
42066	8.909480e+00	1.605025e+02	6.148153e+04	1.712948e+01	1
42067	8.809215e+00	1.580474e+02	5.905465e+04	1.714545e+01	1
42068	8.809215e+00	1.580474e+02	6.191673e+04	1.714545e+01	0
42069	9.020648e+00	1.645384e+02	5.870586e+04	1.721710e+01	1
42070	9.020648e+00	1.645384e+02	6.308758e+04	1.721710e+01	0
42071	8.854259e+00	1.635563e+02	6.094098e+04	1.719147e+01	1
42072	8.716437e+00	1.658060e+02	6.107677e+04	1.712057e+01	1
42073	8.854563e+00	1.632089e+02	6.363221e+04	1.726421e+01	1
42074	9.053817e+00	1.643515e+02	5.662700e+04	1.717148e+01	1
42075	8.958740e+00	1.655492e+02	6.188759e+04	1.697504e+01	1
42076	8.957237e+00	1.654666e+02	6.435275e+04	1.699609e+01	1
42077	9.233965e+00	1.708046e+02	6.410109e+04	1.686574e+01	1
42078	9.233965e+00	1.708046e+02	5.877200e+04	1.686574e+01	0
42079	9.118967e+00	1.693815e+02	6.084039e+04	1.666611e+01	1
42080	9.182542e+00	1.688862e+02	5.611598e+04	1.663572e+01	1
42081	9.160572e+00	1.647899e+02	5.289428e+04	1.621411e+01	1
42082	9.312324e+00	1.627321e+02	5.525780e+04	1.656760e+01	1
42083	9.331731e+00	1.695281e+02	5.502886e+04	1.623351e+01	1
42084	9.532867e+00	1.715209e+02	5.945543e+04	1.652126e+01	1
42085	9.685212e+00	1.745422e+02	5.315827e+04	1.648284e+01	1
42086	9.592840e+00	1.698358e+02	5.774957e+04	1.673936e+01	1
42087	9.592840e+00	1.698358e+02	6.114213e+04	1.673936e+01	0
42088	9.668702e+00	1.734031e+02	5.956233e+04	1.656078e+01	1
42089	9.772578e+00	1.743890e+02	5.566969e+04	1.648063e+01	1
42090	9.827267e+00	1.762059e+02	6.221163e+04	1.631328e+01	1
42091	9.754182e+00	1.704832e+02	6.268907e+04	1.608440e+01	1
42092	9.642391e+00	1.681511e+02	6.006398e+04	1.607953e+01	1
42093	9.399730e+00	1.641943e+02	5.400424e+04	1.612062e+01	1
42094	9.630365e+00	1.600676e+02	6.173522e+04	1.588216e+01	1
42095	9.678170e+00	1.610408e+02	5.905697e+04	1.588049e+01	1
